index,inventory_id,set_num,quantity,index_inventories,id,version,set_num_inventories,index_sets,name,year,theme_id,num_parts,index_themes,id_sets,name_themes,parent_id,index_sets,name_sets,year_sets,theme_id_sets,num_parts_sets,index_themes_sets,id_sets,name_themes_sets,parent_id_sets
770,4187,7892-1,1,2938,4187,1,K7890-1,11295,Rescue Collection,2007,60,0,56,60,Hospital,52.0,8777,Hospital,2006,60,385,56,60,Hospital,52.0
771,4187,7902-1,1,2938,4187,1,K7890-1,11295,Rescue Collection,2007,60,0,56,60,Hospital,52.0,8807,Doctor's Car,2006,60,65,56,60,Hospital,52.0
772,4187,7903-1,1,2938,4187,1,K7890-1,11295,Rescue Collection,2007,60,0,56,60,Hospital,52.0,8808,Rescue Helicopter,2006,60,248,56,60,Hospital,52.0
773,4261,7238-1,1,2986,4261,1,K7945-1,11300,Firefighter Collection,2007,58,0,54,58,Fire,52.0,7803,Fire Helicopter,2005,58,75,54,58,Fire,52.0
774,4261,7239-1,2,2986,4261,1,K7945-1,11300,Firefighter Collection,2007,58,0,54,58,Fire,52.0,7804,Fire Truck,2005,58,215,54,58,Fire,52.0
775,4261,7942-1,1,2986,4261,1,K7945-1,11300,Firefighter Collection,2007,58,0,54,58,Fire,52.0,8908,Off-Road Fire Rescue,2007,58,130,54,58,Fire,52.0
776,4261,7944-1,1,2986,4261,1,K7945-1,11300,Firefighter Collection,2007,58,0,54,58,Fire,52.0,8909,Fire Hovercraft,2007,58,273,54,58,Fire,52.0
777,4261,7945-1,1,2986,4261,1,K7945-1,11300,Firefighter Collection,2007,58,0,54,58,Fire,52.0,8910,Fire Station,2007,58,603,54,58,Fire,52.0
778,4278,7952-10,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8918,Advent Calendar 2010 Kingdoms (Day  9) - Chest with Jewels,2010,219,5,207,219,Castle,217.0
779,4278,7952-11,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8919,Advent Calendar 2010 Kingdoms (Day 10) - Skeleton,2010,219,6,207,219,Castle,217.0
780,4278,7952-12,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8920,Advent Calendar 2010 Kingdoms (Day 11) - Dungeon Cell Window with Handcuffs,2010,219,14,207,219,Castle,217.0
781,4278,7952-13,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8921,Advent Calendar 2010 Kingdoms (Day 12) - Pig with Apple,2010,219,2,207,219,Castle,217.0
782,4278,7952-14,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8922,Advent Calendar 2010 Kingdoms (Day 13) - Prince with Sword,2010,219,5,207,219,Castle,217.0
783,4278,7952-15,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8923,Advent Calendar 2010 Kingdoms (Day 14) - Sword in the Stone,2010,219,6,207,219,Castle,217.0
784,4278,7952-16,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8924,Advent Calendar 2010 Kingdoms (Day 15) - Jousting Dummy with Helmet and Halberd,2010,219,8,207,219,Castle,217.0
785,4278,7952-17,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8925,Advent Calendar 2010 Kingdoms (Day 16) - Barmaid,2010,219,4,207,219,Castle,217.0
786,4278,7952-18,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8926,Advent Calendar 2010 Kingdoms (Day 17) - Keg with Tap,2010,219,9,207,219,Castle,217.0
787,4278,7952-19,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8927,Advent Calendar 2010 Kingdoms (Day 18) - Cauldron,2010,219,3,207,219,Castle,217.0
788,4278,7952-2,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8928,Advent Calendar 2010 Kingdoms (Day  1) - Blacksmith with Hammer,2010,219,5,207,219,Castle,217.0
789,4278,7952-20,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8929,Advent Calendar 2010 Kingdoms (Day 19) - Lion Knight with Spear,2010,219,5,207,219,Castle,217.0
790,4278,7952-21,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8930,Advent Calendar 2010 Kingdoms (Day 20) - Catapult,2010,219,7,207,219,Castle,217.0
791,4278,7952-22,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8931,Advent Calendar 2010 Kingdoms (Day 21) - Lion Knight Scale Mail with Quiver and Crossbow,2010,219,6,207,219,Castle,217.0
792,4278,7952-23,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8932,Advent Calendar 2010 Kingdoms (Day 22) - Owl in Tree,2010,219,6,207,219,Castle,217.0
793,4278,7952-24,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8933,Advent Calendar 2010 Kingdoms (Day 23) - Cooking Table with Frying Pan,2010,219,12,207,219,Castle,217.0
794,4278,7952-25,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8934,Advent Calendar 2010 Kingdoms (Day 24) - Blue Wizard with Wand,2010,219,6,207,219,Castle,217.0
795,4278,7952-3,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8935,Advent Calendar 2010 Kingdoms (Day  2) - Anvil and Forge with Sword,2010,219,13,207,219,Castle,217.0
796,4278,7952-4,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8936,Advent Calendar 2010 Kingdoms (Day  3) - Weapons Rack,2010,219,11,207,219,Castle,217.0
797,4278,7952-5,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8937,Advent Calendar 2010 Kingdoms (Day  4) - Dragon Knight with Flail,2010,219,5,207,219,Castle,217.0
798,4278,7952-6,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8938,Advent Calendar 2010 Kingdoms (Day  5) - Weapons Cart with Spear,2010,219,9,207,219,Castle,217.0
799,4278,7952-7,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8939,Advent Calendar 2010 Kingdoms (Day  6) - Armor Rack with Plate Armor and Helmet,2010,219,7,207,219,Castle,217.0
800,4278,7952-8,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8940,Advent Calendar 2010 Kingdoms (Day  7) - Queen with Frog,2010,219,6,207,219,Castle,217.0
801,4278,7952-9,1,2999,4278,1,7952-1,8917,Advent Calendar 2010 Kingdoms,2010,211,24,199,211,Castle,207.0,8941,Advent Calendar 2010 Kingdoms (Day  8) - Throne,2010,219,7,207,219,Castle,217.0
802,4288,60004-1,1,3004,4288,1,5003096-1,4709,LEGO® City Fire Collection: 60004 and 850618,2014,58,2,54,58,Fire,52.0,5550,Fire Station,2013,58,750,54,58,Fire,52.0
803,4288,850618-1,1,3004,4288,1,5003096-1,4709,LEGO® City Fire Collection: 60004 and 850618,2014,58,2,54,58,Fire,52.0,9510,City Fire Accessory Set,2013,58,43,54,58,Fire,52.0
804,4365,4335-1,1,3056,4365,1,65535-1,6361,X-Pod Play Off Game Pack,2004,478,7,577,478,X-Pod,,3905,Black Robots Pod,2004,478,50,577,478,X-Pod,
805,4365,4346-1,1,3056,4365,1,65535-1,6361,X-Pod Play Off Game Pack,2004,478,7,577,478,X-Pod,,3911,Robo Pod,2004,478,50,577,478,X-Pod,
806,4365,4347-1,1,3056,4365,1,65535-1,6361,X-Pod Play Off Game Pack,2004,478,7,577,478,X-Pod,,3914,Auto Pod,2004,478,40,577,478,X-Pod,
807,4365,4348-1,1,3056,4365,1,65535-1,6361,X-Pod Play Off Game Pack,2004,478,7,577,478,X-Pod,,3917,Aero Pod,2004,478,36,577,478,X-Pod,
808,4365,4349-1,1,3056,4365,1,65535-1,6361,X-Pod Play Off Game Pack,2004,478,7,577,478,X-Pod,,3920,Wild Pod,2004,478,44,577,478,X-Pod,
809,4394,1974-2,1,3074,4394,1,1974-1,1311,Legoland Triple Pack,1989,559,3,589,559,Value Packs,,1312,Flyercracker USA,1989,68,74,64,68,Airport,67.0
810,4394,1974-3,1,3074,4394,1,1974-1,1311,Legoland Triple Pack,1989,559,3,589,559,Value Packs,,1313,Smuggler's Hayride,1989,194,50,184,194,Forestmen,186.0
811,4394,1974-4,1,3074,4394,1,1974-1,1311,Legoland Triple Pack,1989,559,3,589,559,Value Packs,,1314,Star Quest,1989,132,37,126,132,Futuron,126.0
812,4430,7235-1,1,3097,4430,1,4499536-1,4084,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0,48,52,City,50.0,7797,"Police Motorcycle, Black Logo",2005,61,28,57,61,Police,52.0
813,4430,7236-1,1,3097,4430,1,4499536-1,4084,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0,48,52,City,50.0,7799,"Police Car, Black Logo",2005,61,59,57,61,Police,52.0
814,4430,7238-1,1,3097,4430,1,4499536-1,4084,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0,48,52,City,50.0,7803,Fire Helicopter,2005,58,75,54,58,Fire,52.0
815,4430,7241-1,1,3097,4430,1,4499536-1,4084,Offre Speciale 4 Boites (7236 7238 7235 7241),2007,52,0,48,52,City,50.0,7807,Fire Car,2005,58,47,54,58,Fire,52.0
816,4467,6824-1,1,3120,4467,1,1983-1,1323,Space Value Pack,1984,130,3,124,130,Classic Space,126.0,6746,Space Dart I,1984,130,48,124,130,Classic Space,126.0
817,4467,886-1,1,3120,4467,1,1983-1,1323,Space Value Pack,1984,130,3,124,130,Classic Space,126.0,10277,Space Buggy,1979,130,20,124,130,Classic Space,126.0
818,4467,889-1,1,3120,4467,1,1983-1,1323,Space Value Pack,1984,130,3,124,130,Classic Space,126.0,10307,Radar Truck,1979,130,29,124,130,Classic Space,126.0
819,4536,1421-1,1,3172,4536,1,kabstud-1,11379,Studios 4-Pack,2001,273,4,525,273,Studios,,890,Director's Copter (Kabaya Promotional),2001,273,22,525,273,Studios,
820,4536,1422-1,1,3172,4536,1,kabstud-1,11379,Studios 4-Pack,2001,273,4,525,273,Studios,,891,Camera Cart (Kabaya Promotional),2001,273,20,525,273,Studios,
821,4536,1423-1,1,3172,4536,1,kabstud-1,11379,Studios 4-Pack,2001,273,4,525,273,Studios,,892,Air Boat (Kabaya Promotional),2001,273,24,525,273,Studios,
822,4536,1424-1,1,3172,4536,1,kabstud-1,11379,Studios 4-Pack,2001,273,4,525,273,Studios,,893,Stunt Go-Kart (Kabaya Promotional),2001,273,25,525,273,Studios,
823,4553,8978-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10409,Skrall,2009,331,50,294,331,Glatorian,324.0
824,4553,8979-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10410,Malum,2009,331,59,294,331,Glatorian,324.0
825,4553,8980-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10411,Gresh,2009,331,55,294,331,Glatorian,324.0
826,4553,8981-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10412,Tarix,2009,331,57,294,331,Glatorian,324.0
827,4553,8982-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10413,Strakk,2009,331,46,294,331,Glatorian,324.0
828,4553,8983-1,1,3182,4553,1,K8978-1,11358,Bionicle Glatorian Collection,2009,331,6,294,331,Glatorian,324.0,10414,Vorox,2009,331,51,294,331,Glatorian,324.0
829,4570,4210-1,1,3191,4570,1,66290-1,6496,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,4,51,55,Coast Guard,52.0,3826,Coast Guard Platform,2008,55,450,51,55,Coast Guard,52.0
830,4570,7736-1,1,3191,4570,1,66290-1,6496,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,4,51,55,Coast Guard,52.0,8647,Coast Guard Quad Bike,2008,55,33,51,55,Coast Guard,52.0
831,4570,7737-1,1,3191,4570,1,66290-1,6496,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,4,51,55,Coast Guard,52.0,8648,Off-Road Vehicle and Jet Scooter,2008,55,130,51,55,Coast Guard,52.0
832,4570,7738-1,1,3191,4570,1,66290-1,6496,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,4,51,55,Coast Guard,52.0,8649,Coast Guard Helicopter and Life Raft,2008,55,447,51,55,Coast Guard,52.0
833,4577,8727-1,1,3194,4577,1,66207-1,6470,Gift Set,2006,351,2,314,351,Toa Inika,324.0,10028,Inika Toa Jaller,2006,351,46,314,351,Toa Inika,324.0
834,4577,8728-1,1,3194,4577,1,66207-1,6470,Gift Set,2006,351,2,314,351,Toa Inika,324.0,10029,Inika Toa Hahli,2006,351,46,314,351,Toa Inika,324.0
835,4643,6407-1,1,3241,4643,1,VP-7,11661,Fire Value Pack (6554 6407 6564),1997,98,3,94,98,Fire,94.0,6176,Fire Chief,1997,98,26,94,98,Fire,94.0
836,4643,6554-1,1,3241,4643,1,VP-7,11661,Fire Value Pack (6554 6407 6564),1997,98,3,94,98,Fire,94.0,6363,Blaze Brigade,1997,98,261,94,98,Fire,94.0
837,4643,6564-1,1,3241,4643,1,VP-7,11661,Fire Value Pack (6554 6407 6564),1997,98,3,94,98,Fire,94.0,6381,Recycle Truck,1997,103,35,99,103,Traffic,94.0
838,4666,71008-0,60,3255,4666,1,71008-18,7442,LEGO Minifigures Series 13 - Sealed Box,2015,551,60,465,551,Series 13 Minifigures,535.0,7432,LEGO Minifigures - Series 13 [Random Bag],2015,551,0,465,551,Series 13 Minifigures,535.0
839,4718,10081-1,1,3288,4718,1,7522-1,8194,Let's Party,2003,500,3,583,500,Clikits,,101,Birthday Pack Heart,2004,500,70,583,500,Clikits,
840,4718,10082-1,1,3288,4718,1,7522-1,8194,Let's Party,2003,500,3,583,500,Clikits,,102,Birthday Pack Daisy,2004,500,70,583,500,Clikits,
841,4718,10083-1,1,3288,4718,1,7522-1,8194,Let's Party,2003,500,3,583,500,Clikits,,103,Birthday Pack Star,2004,500,70,583,500,Clikits,
842,4719,6900-1,1,3289,4719,1,4117463-1,3520,Cyber Saucer TRU 50 Years Forever Fun Bundle,1997,144,2,138,144,UFO,126.0,6826,Cyber Saucer,1997,144,112,138,144,UFO,126.0
843,4739,2143-1,1,3299,4739,1,66414-1,6559,"Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,401,2,350,401,Heroes,400.0,1539,Rocka 3.0,2011,401,30,350,401,Heroes,400.0
844,4739,2145-1,1,3299,4739,1,66414-1,6559,"Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,401,2,350,401,Heroes,400.0,1543,Stormer 3.0,2011,401,31,350,401,Heroes,400.0
845,4771,7630-1,1,3322,4771,1,66331-1,6515,City Super Pack 3 in 1 (7630 7633 7990),2009,56,3,52,56,Construction,52.0,8499,Front-End Loader,2009,56,107,52,56,Construction,52.0
846,4771,7633-1,1,3322,4771,1,66331-1,6515,City Super Pack 3 in 1 (7630 7633 7990),2009,56,3,52,56,Construction,52.0,8502,Construction Site,2009,56,897,52,56,Construction,52.0
847,4771,7990-1,1,3322,4771,1,66331-1,6515,City Super Pack 3 in 1 (7630 7633 7990),2009,56,3,52,56,Construction,52.0,9014,Cement Mixer,2007,56,212,52,56,Construction,52.0
848,4806,3740-1,1,3341,4806,1,KT305-1,11403,Small Train Engine Black,2001,238,2,225,238,My Own Train,236.0,2810,Small Locomotive,2001,238,66,225,238,My Own Train,236.0
849,4806,3745-1,1,3341,4806,1,KT305-1,11403,Small Train Engine Black,2001,238,2,225,238,My Own Train,236.0,2817,Locomotive Black Bricks,2001,238,106,225,238,My Own Train,236.0
850,4832,8782-1,1,3359,4832,1,kk2vp1-1,11385,Knights' Kingdom Value Pack 1 (with bonus water bottle),2004,198,3,188,198,Knights Kingdom II,186.0,10075,Danju (USA version with 3 Cards),2004,198,45,188,198,Knights Kingdom II,186.0
851,4832,8786-1,1,3359,4832,1,kk2vp1-1,11385,Knights' Kingdom Value Pack 1 (with bonus water bottle),2004,198,3,188,198,Knights Kingdom II,186.0,10088,Vladek (USA version with 3 Cards),2004,198,51,188,198,Knights Kingdom II,186.0
852,4863,5515-1,1,3379,4863,1,66188-1,6464,Creative Building Set,2007,37,2,34,37,Basic Set,22.0,5254,Fun Building with LEGO Bricks,2007,37,240,34,37,Basic Set,22.0
853,4863,5537-1,1,3379,4863,1,66188-1,6464,Creative Building Set,2007,37,2,34,37,Basic Set,22.0,5270,Limited Edition [Blue Tub],2007,37,683,34,37,Basic Set,22.0
854,4874,8581-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9833,Kopeke,2003,335,25,298,335,Matoran of Mata Nui,324.0
855,4874,8582-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9834,Matoro,2003,335,25,298,335,Matoran of Mata Nui,324.0
856,4874,8583-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9835,Hahli,2003,335,25,298,335,Matoran of Mata Nui,324.0
857,4874,8584-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9836,Hewkii,2003,335,25,298,335,Matoran of Mata Nui,324.0
858,4874,8585-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9838,Hafu,2003,335,25,298,335,Matoran of Mata Nui,324.0
859,4874,8586-1,1,3388,4874,1,K8586-1,11321,Matoran Villagers Kit,2003,335,6,298,335,Matoran of Mata Nui,324.0,9840,Macku,2003,335,25,298,335,Matoran of Mata Nui,324.0
860,4918,8779-1,1,3419,4918,1,65642-1,6382,The Grand Tournament Limited Edition Value Pack,2004,198,3,188,198,Knights Kingdom II,186.0,10071,The Grand Tournament,2004,198,321,188,198,Knights Kingdom II,186.0
861,4941,75037-1,1,3439,4941,1,66495-1,6589,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014,170,3,161,170,Star Wars Other,158.0,8027,Battle on Saleucami,2014,158,179,510,158,Star Wars,
862,4941,75038-1,1,3439,4941,1,66495-1,6589,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014,170,3,161,170,Star Wars Other,158.0,8028,Jedi Interceptor,2014,158,222,510,158,Star Wars,
863,4941,75045-1,1,3439,4941,1,66495-1,6589,"Star Wars Super Pack 3 in 1 (75037, 75038, 75045)",2014,170,3,161,170,Star Wars Other,158.0,8036,Republic AV-7 Anti-Vehicle Cannon,2014,158,434,510,158,Star Wars,
864,4969,7043-1,1,3462,4969,1,65799-1,6406,City Fire Station Value Pack,2005,58,0,54,58,Fire,52.0,7140,Firefighter,2004,108,68,104,108,Fire,105.0
865,4969,7238-1,1,3462,4969,1,65799-1,6406,City Fire Station Value Pack,2005,58,0,54,58,Fire,52.0,7803,Fire Helicopter,2005,58,75,54,58,Fire,52.0
866,4969,7239-1,1,3462,4969,1,65799-1,6406,City Fire Station Value Pack,2005,58,0,54,58,Fire,52.0,7804,Fire Truck,2005,58,215,54,58,Fire,52.0
867,4969,7240-1,1,3462,4969,1,65799-1,6406,City Fire Station Value Pack,2005,58,0,54,58,Fire,52.0,7805,Fire Station,2005,58,264,54,58,Fire,52.0
868,4969,7241-1,1,3462,4969,1,65799-1,6406,City Fire Station Value Pack,2005,58,0,54,58,Fire,52.0,7807,Fire Car,2005,58,47,54,58,Fire,52.0
869,4971,41044-1,1,3463,4971,1,5004260-1,4765,"Friends Animal Collection 3 in 1 (41044, 41045, 41046)",2014,496,3,416,496,Animals,494.0,3410,Macaw's Fountain,2014,496,39,416,496,Animals,494.0
870,4971,41045-1,1,3463,4971,1,5004260-1,4765,"Friends Animal Collection 3 in 1 (41044, 41045, 41046)",2014,496,3,416,496,Animals,494.0,3411,Orangutan's Banana Tree,2014,496,37,416,496,Animals,494.0
871,4971,41046-1,1,3463,4971,1,5004260-1,4765,"Friends Animal Collection 3 in 1 (41044, 41045, 41046)",2014,496,3,416,496,Animals,494.0,3412,Brown Bear's River,2014,496,37,416,496,Animals,494.0
872,4987,8684-1,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9970,Mariachi / Maraca Man - Complete Set,2010,537,9,451,537,Series 2 Minifigures,535.0
873,4987,8684-10,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9971,Weightlifter - Complete Set,2010,537,8,451,537,Series 2 Minifigures,535.0
874,4987,8684-11,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9972,Pop Star - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
875,4987,8684-12,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9973,Skier - Complete Set,2010,537,9,451,537,Series 2 Minifigures,535.0
876,4987,8684-13,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9974,Disco Dude - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
877,4987,8684-14,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9975,Karate Master - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
878,4987,8684-15,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9976,Surfer - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
879,4987,8684-16,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9977,Pharaoh - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
880,4987,8684-2,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9980,Spartan Warrior - Complete Set,2010,537,8,451,537,Series 2 Minifigures,535.0
881,4987,8684-3,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9981,Circus Ringmaster - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
882,4987,8684-4,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9982,Witch - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
883,4987,8684-5,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9983,Vampire - Complete Set,2010,537,7,451,537,Series 2 Minifigures,535.0
884,4987,8684-6,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9984,Traffic Cop - Complete Set,2010,537,7,451,537,Series 2 Minifigures,535.0
885,4987,8684-7,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9985,Explorer - Complete Set,2010,537,7,451,537,Series 2 Minifigures,535.0
886,4987,8684-8,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9986,Lifeguard - Complete Set,2010,537,6,451,537,Series 2 Minifigures,535.0
887,4987,8684-9,1,3473,4987,1,8684-17,9978,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16,451,537,Series 2 Minifigures,535.0,9987,Mime - Complete Set,2010,537,7,451,537,Series 2 Minifigures,535.0
888,4993,6814-1,1,3478,4993,1,VP-1,11648,Ice Planet Co-Pack of 6814 6879 and 6898,1995,133,3,127,133,Ice Planet 2002,126.0,6736,Ice Tunnelator,1993,133,25,127,133,Ice Planet 2002,126.0
889,4993,6879-1,1,3478,4993,1,VP-1,11648,Ice Planet Co-Pack of 6814 6879 and 6898,1995,133,3,127,133,Ice Planet 2002,126.0,6804,Blizzard Baron,1993,133,83,127,133,Ice Planet 2002,126.0
890,4993,6898-1,1,3478,4993,1,VP-1,11648,Ice Planet Co-Pack of 6814 6879 and 6898,1995,133,3,127,133,Ice Planet 2002,126.0,6824,Ice-Sat V,1993,133,136,127,133,Ice Planet 2002,126.0
891,5039,7422-1,1,3511,5039,1,K7422-1,11284,Orient Expedition World Travel Kit,2003,300,3,271,300,Orient Expedition,296.0,7941,Airplane,2003,300,33,271,300,Orient Expedition,296.0
892,5039,7423-1,1,3511,5039,1,K7422-1,11284,Orient Expedition World Travel Kit,2003,300,3,271,300,Orient Expedition,296.0,7943,Mountain Sleigh,2003,300,30,271,300,Orient Expedition,296.0
893,5039,7424-1,1,3511,5039,1,K7422-1,11284,Orient Expedition World Travel Kit,2003,300,3,271,300,Orient Expedition,296.0,7945,Black Cruiser,2003,300,28,271,300,Orient Expedition,296.0
894,5093,6271-1,1,3543,5093,1,6271-2,6008,Imperial Flagship with Free Storage Case,1992,150,1,143,150,Imperial Guards,148.0,6007,Imperial Flagship,1992,147,320,508,147,Pirates,
895,5097,1794-1,1,3545,5097,1,1723-1,1135,Castle / Pirates Combi Pack,1994,559,2,589,559,Value Packs,,1185,Dragon Master Chariot,1994,186,36,511,186,Castle,
896,5097,1795-1,1,3545,5097,1,1723-1,1135,Castle / Pirates Combi Pack,1994,559,2,589,559,Value Packs,,1186,Imperial Cannon,1994,147,37,508,147,Pirates,
897,5110,5610-1,1,3551,5110,1,66328-1,6511,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0,48,52,City,50.0,5309,Builder,2008,56,23,52,56,Construction,52.0
898,5110,5612-1,1,3551,5110,1,66328-1,6511,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0,48,52,City,50.0,5311,Police Officer,2008,61,21,57,61,Police,52.0
899,5110,5613-1,1,3551,5110,1,66328-1,6511,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0,48,52,City,50.0,5312,Firefighter,2008,58,25,54,58,Fire,52.0
