index,id,version,set_num,index_sets,name,year,theme_id,num_parts,index_themes,id_sets,name_themes,parent_id
6602,9511,1,6626-2,6490,Snow Scooter,2000,51,20,47,51,Arctic,50.0
6603,9512,1,4254-1,3856,Freestyle Playdesk,1998,399,309,551,399,Freestyle,
6604,9513,1,42-1,3825,Motor Case / Lower Part,1977,443,1,570,443,Service Packs,
6605,9514,1,8973-1,10404,Raanu,2009,325,14,288,325,Agori,324.0
6606,9515,1,8651-1,9919,Jumping Giant,2005,116,241,111,116,Power Racers,112.0
6607,9516,1,6873-1,6798,Spider-Man's Doc Ock Ambush,2012,488,295,409,488,Spider-Man,482.0
6608,9517,1,941-1,10568,Black and Clear Bricks,1974,473,48,400,473,Supplemental,465.0
6609,9518,1,6849-1,6771,Satellite Patroller,1987,130,47,124,130,Classic Space,126.0
6610,9519,1,10213-1,193,Shuttle Adventure,2010,276,1203,527,276,Sculptures,
6611,9521,1,55001-1,5244,LEGO Universe Rocket,2010,560,56,590,560,Universe,
6612,9522,1,45305-1,4158,WeDo 2.0 Tilt Sensor,2016,521,1,436,521,WeDo,518.0
6613,9524,1,4924-8,4533,Advent Calendar 2004 Creator (Day 7) Angel Ornament,2004,223,17,211,223,Creator,217.0
6614,9526,1,31001-1,2259,Mini Skyfighter,2013,22,62,504,22,Creator,
6615,9528,1,6799-1,6719,Showdown Canyon,1997,476,74,401,476,Cowboys,475.0
6616,9529,1,41147-1,3509,Anna's Snow Adventure,2017,579,153,598,579,Disney Princess,
6617,9532,1,76010-1,8409,The Penguin Face Off,2014,484,136,405,484,Batman,482.0
6618,9533,1,5003082-1,4706,Pirates Adventure,2015,154,28,147,154,Pirates III,147.0
6619,9534,1,7907-13,8840,Advent Calendar 2007 City (Day 12) Hand Truck and Load,2007,220,6,208,220,City,217.0
6620,9538,1,100-2,46,4.5V Motor with Wheels (Large Version),1966,243,27,230,243,4.5V,241.0
6621,9540,1,K4492-1,11245,Star Wars Miniatures Kit III,2004,159,5,150,159,Mini,158.0
6622,9541,1,3302-1,2409,Soccer Field,1998,462,2,392,462,Soccer,458.0
6623,9543,1,JUNGLE-ADV-1,11209,Jungle Adventures,2015,494,28,581,494,Friends,
6624,9544,1,6562-1,6379,Gas Stop Shop,1995,76,225,72,76,Station,67.0
6625,9547,1,4789-1,4401,Alpha Team Aquatic Mech,2002,305,166,273,305,Mission Deep Sea,304.0
6626,9549,1,4428-10,3981,"Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,217,5,205,217,Advent Sub-Set,206.0
6627,9551,1,6428-1,6196,Wave Saver,1998,92,18,88,92,Res-Q,50.0
6628,9552,1,DesPeres-1,11138,"LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",2013,408,14,557,408,LEGO Brand Store,
6629,9554,1,9320-1,10517,Voyage into Space,2003,527,637,442,527,Space,507.0
6630,9555,1,6454-1,6224,Countdown Corner,1999,93,131,89,93,Space Port,50.0
6631,9556,1,7871-1,8757,Whale,2007,22,31,504,22,Creator,
6632,9557,1,8947-1,10381,Radiak,2008,333,16,296,333,Matoran of Light,324.0
6633,9558,1,4886-1,4475,Building Bonanza,2004,205,667,194,205,Building,204.0
6634,9559,1,8002-1,9027,Destroyer Droid™ / Star Wars Destroyer Droid,2000,158,567,510,158,Star Wars,
6635,9562,1,455-2,4196,"1 x 3 x 2 Window, Red or White",1966,371,24,331,371,Supplemental,365.0
6636,9564,1,852838-1,9684,Wicket Key Chain,2010,501,0,584,501,Gear,
6637,9565,1,5228-1,5073,Small Beams and Plates,1997,453,26,384,453,Technic,443.0
6638,9567,1,8543-1,9792,Nokama,2001,356,27,319,356,Turaga,324.0
6639,9569,1,8670-1,9937,Jump Master,2006,116,104,111,116,Power Racers,112.0
6640,9570,1,30181-1,2045,Helicopter,2012,22,53,504,22,Creator,
6641,9571,1,853395-1,9748,Friends Tumbler,2012,501,1,584,501,Gear,
6642,9572,1,6216-1,5951,Jawblade,2012,403,45,352,403,Villains,400.0
6643,9573,1,40048-1,3047,Birthday Cake,2012,206,24,513,206,Seasonal,
6644,9575,1,6970-1,6896,Beta I Command Base,1980,130,270,124,130,Classic Space,126.0
6645,9576,1,60132-1,5733,Service Station,2016,63,513,59,63,Traffic,52.0
6646,9577,1,6764-1,6700,Sheriff's Lock-Up,2002,476,176,401,476,Cowboys,475.0
6647,9579,1,379-2,2850,Car and Caravan,1972,397,93,549,397,Factory,
6648,9581,1,4869-1,4460,Rahaga Pouks,2005,342,28,305,342,Rahaga,324.0
6649,9582,1,3744-1,2816,Locomotive Green Bricks,2001,238,106,225,238,My Own Train,236.0
6650,9584,1,911614-1,10458,Yoda's Hut,2016,158,29,510,158,Star Wars,
6651,9585,1,5004195-1,4753,LEGO® Star Wars™: The Visual Dictionary (Updated and Expanded),2014,497,4,582,497,Books,
6652,9586,1,8375-1,9366,Ferrari F1 Pit Set,2004,114,217,109,114,Ferrari,112.0
6653,9588,1,5124-1,4936,Wheels and Bearings,1994,443,28,570,443,Service Packs,
6654,9590,1,851358-1,9606,Holiday Bauble White Bricks,2015,206,62,513,206,Seasonal,
6655,9591,1,5191-1,5014,Balloon Tires,1989,443,4,570,443,Service Packs,
6656,9592,1,5002943-1,4697,Winter Soldier,2015,487,1,408,487,Avengers,482.0
6657,9593,1,5002773-1,4677,Lego Brickmaster - The Quest for CHI,2013,497,187,582,497,Books,
6658,9595,1,751-1,8118,8 Curved 12V Conducting Rails,1969,242,8,229,242,12V,241.0
6659,9596,1,923-1,10488,"50 bricks, curved and round",1969,371,150,331,371,Supplemental,365.0
6660,9597,1,5002136-1,4662,Arctic Accessory Set,2014,65,25,61,65,Arctic,52.0
6661,9598,1,6814-1,6736,Ice Tunnelator,1993,133,25,127,133,Ice Planet 2002,126.0
6662,9599,1,7724-1,8613,Advent Calendar 2008 City,2008,208,24,196,208,City,207.0
6663,9600,1,Miami-1,11504,"LEGO Store Grand Opening Exclusive Set, Aventura Mall, Miami, FL",2010,408,142,557,408,LEGO Brand Store,
6664,9601,1,3458-1,2568,2 x 4 Black Bricks,2000,254,50,517,254,Bulk Bricks,
6665,9602,1,851091-1,9582,R2-D2 Key Chain,2005,503,0,420,503,Key Chain,501.0
6666,9605,1,7019-1,7041,Viking Fortress against the Fafnir Dragon,2005,474,1040,575,474,Vikings,
6667,9606,1,970604-1,10790,Friction Connector Pegs (Pack of 100),2002,525,100,440,525,Technic,524.0
6668,9607,1,6434-1,6204,Roadside Repair,1999,103,213,99,103,Traffic,94.0
6669,9608,1,1666-1,1094,Brick Vac,1991,467,140,394,467,Basic,465.0
6670,9611,1,3069-1,2237,Cosmic Wing,1999,93,23,89,93,Space Port,50.0
6671,9612,1,8647-1,9915,Night Racer,2005,116,75,111,116,Power Racers,112.0
6672,9613,1,4124-22,3557,"Advent Calendar 2001, Creator (Day 21) Church",2001,217,11,205,217,Advent Sub-Set,206.0
6673,9614,1,2000414-1,1340,Starter Kit,2010,507,239,586,507,Educational and Dacta,
6674,9615,1,Vienna-1,11647,"LEGO Store Grand Opening Exclusive Set, SCS, Wien, Austria",2013,408,17,557,408,LEGO Brand Store,
6675,9616,1,10245-1,225,Santa’s Workshop,2014,228,882,216,228,Creator,227.0
6676,9617,1,7221-2,7789,Robots - ANA Promotion,2003,204,23,512,204,Designer Sets,
6677,9620,1,K8590-1,11324,Rahkshi Kaita Vo Kit,2003,344,3,307,344,Rahkshi,324.0
6678,9621,1,9360-1,10536,{Roadplates and Scenery},1986,533,85,448,533,Town,507.0
6679,9622,1,6420-1,6187,Mail Carrier,1998,81,14,77,81,Post Office,67.0
6680,9623,1,31019-1,2276,Forest Animals,2014,22,272,504,22,Creator,
6681,9624,1,71010-18,7481,LEGO Minifigures - Series 14 - Sealed Box,2015,552,0,466,552,Series 14 Minifigures,535.0
6682,9625,1,2729-1,1772,Quattro Leg,1999,470,17,397,470,Classic Basic,465.0
6683,9627,1,7710-1,8599,Push-Along Passenger Steam Train,1980,235,432,222,235,4.5V,233.0
6684,9629,1,40212-1,3191,Monthly Mini Model Build May 2016 - Hedgehog,2016,409,39,353,409,Monthly Mini Model Build,408.0
6685,9630,1,7724-4,8632,Advent Calendar 2008 City (Day 3) Table Cup and Frying Pan,2008,220,4,208,220,City,217.0
6686,9631,1,76035-1,8434,Jokerland,2015,484,1034,405,484,Batman,482.0
6687,9632,1,851351-1,9603,Ninja Kai Key Chain,2015,503,0,420,503,Key Chain,501.0
6688,9633,1,30200-1,2064,Zombie Chauffeur Coffin Car,2012,558,32,588,558,Monster Fighters,
6689,9635,1,75056-24,8063,Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,2014,225,26,213,225,Star Wars,217.0
6690,9636,1,8017-1,9043,Darth Vader's TIE Fighter,2009,169,250,160,169,Star Wars Episode 4/5/6,158.0
6691,9638,1,2135-1,1524,Sabah Promotional Set: Aircraft,1997,468,9,395,468,Basic Model,465.0
6692,9639,1,71005-2,7404,Bart Simpson,2014,550,7,464,550,The Simpsons,535.0
6693,9641,1,9509-17,10632,"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",2012,225,18,213,225,Star Wars,217.0
6694,9642,1,7894-2,8781,Airport - ANA Version,2007,53,685,49,53,Airport,52.0
6695,9643,1,222-1,1600,Building Ideas Book,1976,501,0,584,501,Gear,
6696,9644,1,254-1,1728,Family,1975,364,94,540,364,Building Set with People,
6697,9646,1,5075-1,4894,"Battery Tender, Red",1987,456,2,387,456,Train,443.0
6698,9647,1,630-3,6060,Brick Separator Orange,2012,443,1,570,443,Service Packs,
6699,9648,1,5236-1,5082,TECHNIC Beams [Blue],1987,453,8,384,453,Technic,443.0
6700,9649,1,41549-1,3659,Gurggle,2015,586,66,488,586,Series 6,580.0
6701,9651,1,comcon039-1,11128,The Ghost Starship,2014,182,127,173,182,Star Wars Rebels,158.0
6702,9652,1,345-1,2560,House with Mini Wheel Car,1969,413,132,356,413,Building,411.0
6703,9653,1,21006-1,1417,The White House,2010,252,560,516,252,Architecture,
6704,9655,1,30262-1,2113,Gorzan's Walker ,2014,571,34,593,571,Legends of Chima,
6705,9657,1,1843-1,1220,Space/Castle Value Pack,1996,1,2,503,1,Technic,
6706,9658,1,601-2,5718,Tow Truck,1970,397,21,549,397,Factory,
6707,9660,1,70817-1,7282,Batman & Super Angry Kitty Attack,2015,578,115,597,578,The LEGO Movie,
6708,9662,1,6548-1,6349,Octan Gas Station,1997,99,127,95,99,Gas Station,94.0
6709,9664,1,852744-1,9671,"Christmas Tree Ornaments, Build Your Own Holiday Ornaments",2009,228,66,216,228,Creator,227.0
6710,9665,1,66386-1,6541,Cars 2 Super Pack 3 in 1 (8206 8426 8487),2011,269,3,521,269,Cars,
6711,9670,1,3667-1,2747,Bakery,1982,390,63,548,390,Fabuland,
6712,9671,1,8835-1,10248,Forklift,1989,7,240,5,7,Construction,5.0
6713,9675,1,852820-1,9682,Minifig Display Box,2010,501,15,584,501,Gear,
6714,9677,1,4200-1,3752,Mining 4 x 4,2012,56,101,52,56,Construction,52.0
6715,9678,1,65515-1,6355,Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619),2004,324,5,538,324,Bionicle,
6716,9679,1,261-1,1744,Bathroom,1979,405,179,554,405,Homemaker,
6717,9680,1,8102-1,9137,Blade Titan,2007,389,161,547,389,Exo-Force,
6718,9681,1,5609-1,5308,Deluxe Train Set,2008,504,118,585,504,Duplo,
6719,9682,1,8446-1,9428,Crane Truck,1999,7,572,5,7,Construction,5.0
6720,9685,1,8784-2,10080,"Rascus (USA version with 6 Cards, Target Promo)",2004,198,52,188,198,Knights Kingdom II,186.0
6721,9686,1,5392-1,5203,Wild West Accessories,1997,457,37,388,457,Western ,443.0
6722,9687,1,3076-1,2245,White Ninja's Attack Cart,1999,434,23,562,434,Ninja,
6723,9688,1,6304-1,6061,Cross Roads Plates,1980,84,2,80,84,Supplemental,67.0
6724,9689,1,8777-1,10069,Vladek Encounter,2004,198,42,188,198,Knights Kingdom II,186.0
6725,9690,1,21004-1,1415,Solomon R. Guggenheim Museum,2009,252,208,516,252,Architecture,
6726,9691,1,66452-1,6579,"Hero Factory Super Pack 2 in 1 (6282, 6283)",2012,400,2,552,400,Hero Factory,
6727,9692,1,402-2,3199,White Turntables,1964,371,5,331,371,Supplemental,365.0
6728,9693,1,75073-1,8078,Vulture Droid,2015,159,77,150,159,Mini,158.0
6729,9694,1,1725-1,1137,Dinosaur,1994,468,11,395,468,Basic Model,465.0
6730,9695,1,fruit8-1,11192,Tree - Hong Kong Lego Show Promotional,2007,33,0,30,33,Food & Drink,23.0
6731,9696,1,30182-1,2046,Santa,2012,228,57,216,228,Creator,227.0
6732,9698,1,1838-1,1216,Freestyle Bird,1995,399,18,551,399,Freestyle,
6733,9699,1,7570-1,8254,The Ostrich Race,2010,271,169,523,271,Prince of Persia,
6734,9700,1,66319-1,6507,Power Miners Super Pack 3 in 1 (8709 8958 8959),2009,439,3,566,439,Power Miners,
6735,9701,1,comcon026-1,11116,Kraang - New York Comic-Con 2012 Exclusive,2012,570,0,592,570,Teenage Mutant Ninja Turtles,
6736,9702,1,3825-1,2876,Krusty Krab,2006,272,297,524,272,SpongeBob SquarePants,
6737,9703,1,810-2,9136,Town Plan - Continental European,1961,372,760,332,372,Town Plan,365.0
6738,9704,1,6966-2,6891,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,159,38,150,159,Mini,158.0
6739,9705,1,4642-1,4305,Fishing Boat,2011,59,63,55,59,Harbor,52.0
6740,9707,1,8990-1,10421,Fero and Skirmix,2009,359,148,322,359,Warriors,324.0
6741,9708,1,66221-1,6475,X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive),2007,169,1,160,169,Star Wars Episode 4/5/6,158.0
6742,9709,1,66394-1,6547,Ninjago Super Pack 3 in 1 (2506 2259 2260),2011,435,3,563,435,Ninjago,
6743,9712,1,41000-1,3314,Water Scooter Fun,2013,494,28,581,494,Friends,
6744,9714,1,7737-1,8648,Off-Road Vehicle and Jet Scooter,2008,55,130,51,55,Coast Guard,52.0
6745,9715,1,79018-1,8806,The Lonely Mountain,2014,565,864,475,565,The Battle of the Five Armies,562.0
6746,9716,1,5002812-1,4681,D2C Minifigure Retro Set 2014,2014,126,18,507,126,Space,
6747,9718,1,41094-1,3459,Heartlake Lighthouse,2015,494,471,581,494,Friends,
6748,9720,1,70229-1,7067,Lion Tribe Pack,2015,571,78,593,571,Legends of Chima,
6749,9722,1,6245-1,5978,Harbor Sentry,1989,151,26,144,151,Imperial Soldiers,148.0
6750,9723,1,4158-1,3692,Small Freestyle Box,1997,399,132,551,399,Freestyle,
6751,9724,1,5657-1,5354,Jessie's Round-Up,2010,504,18,585,504,Duplo,
6752,9726,1,5111-1,4924,"9V Motor Wire, 128cm",1990,453,1,384,453,Technic,443.0
6753,9727,1,75121-1,8132,Imperial Death Trooper,2016,185,105,176,185,Star Wars Rogue One,158.0
6754,9728,1,KT303-1,11401,Small Train Engine Blue,2001,238,0,225,238,My Own Train,236.0
6755,9729,1,200-3,1370,"LEGO Town Plan Board, Plastic",1957,372,1,332,372,Town Plan,365.0
6756,9730,1,5001273-1,4631,MBA Kits 4 - 6,2012,432,3,560,432,Master Building Academy,
6757,9731,1,6076-1,5819,Dark Dragon's Den,1993,186,219,511,186,Castle,
6758,9732,1,71011-10,7493,Ballerina,2016,554,6,468,554,Series 15 Minifigures,535.0
6759,9733,1,40081-3,3078,LEGOLAND Picture Frame - Billund Edition,2013,411,121,558,411,Legoland,
6760,9734,1,5909-1,5477,Treasure Raiders set with Mummy Storage Container,1998,297,196,268,297,Desert,296.0
6761,9735,1,7882-1,8768,Shark Attack,2006,504,11,585,504,Duplo,
6762,9736,1,30293-1,2138,Kai Drifter,2015,435,43,563,435,Ninjago,
6763,9737,1,851938-1,9628,Princess Leia Key Chain,2007,503,0,420,503,Key Chain,501.0
6764,9741,1,7553-5,8241,Advent Calendar 2011 City (Day  4) Wall with Barred Window,2011,220,14,208,220,City,217.0
6765,9743,1,7749-1,8659,Echo Base,2009,169,155,160,169,Star Wars Episode 4/5/6,158.0
6766,9744,1,76005-1,8399,Spider-Man: Daily Bugle Showdown,2013,488,473,409,488,Spider-Man,482.0
6767,9745,1,4122-1,3536,Basic Building Set,2000,470,201,397,470,Classic Basic,465.0
6768,9746,1,2824-23,1812,Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7,208,220,City,217.0
6769,9749,1,50799-1,4899,Knights' Kingdom Adventure Box,2005,198,3,188,198,Knights Kingdom II,186.0
6770,9750,1,K1376-1,11224,Spider-Man Adventure Kit,2003,488,3,409,488,Spider-Man,482.0
6771,9752,1,2824-4,1816,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10,208,220,City,217.0
6772,9753,1,7979-19,8996,Advent Calendar 2008 Castle (Day 18) - Maid with Broom and Rat,2008,219,6,207,219,Castle,217.0
6773,9754,1,8428-1,9410,Turbo Command Featuring CD-ROM Experience Expander,1998,11,472,9,11,Off-Road,5.0
6774,9756,1,8862-1,10278,Backhoe Grader,1989,7,679,5,7,Construction,5.0
6775,9757,1,1870-1,1238,Freestyle Set,1995,399,43,551,399,Freestyle,
6776,9759,1,7518-1,8188,Cool Room Catchers,2003,500,113,583,500,Clikits,
6777,9760,1,4819-1,4431,Rebel Chariot,2000,197,49,187,197,Knights Kingdom I,186.0
6778,9765,1,71004-18,7384,LEGO Minifigures - The LEGO Movie Series - Sealed Box,2014,549,60,463,549,The LEGO Movie Series,535.0
6779,9766,1,6071-1,5814,Forestmen's Crossing,1990,194,210,184,194,Forestmen,186.0
6780,9767,1,71233-1,7655,Stay Puft Fun Pack,2016,604,65,608,604,Dimensions,
6781,9768,1,5000644-1,4611,Monster Fighters Promotional Pack,2012,558,11,588,558,Monster Fighters,
6782,9770,1,217-1,1575,Service Station,1977,364,210,540,364,Building Set with People,
6783,9771,1,7872-1,8758,Lion,2007,31,57,28,31,Creature,23.0
6784,9772,1,6941-1,6865,Battrax,1987,128,284,122,128,Blacktron I,126.0
6785,9774,1,1611-2,1042,Martinair DC-9,1978,412,63,355,412,Airport,411.0
6786,9775,1,8580-1,9831,Kraata,2003,346,3,309,346,Supplemental,324.0
6787,9776,1,850664-1,9518,LEGO® DC Universe™ Super Heroes Batman™ Magnet,2013,501,1,584,501,Gear,
6788,9777,1,852981-1,9701,Dobby Key Chain,2010,503,0,420,503,Key Chain,501.0
6789,9778,1,8570-1,9821,Gali Nuva,2002,354,44,317,354,Toa Nuva,324.0
6790,9779,1,1874-1,1243,Polly Pick-Up,1993,469,141,396,469,Basic Set,465.0
6791,9784,1,8692-1,9995,Vamprah,2008,339,48,302,339,Phantoka,324.0
6792,9785,1,5003023-1,4701,THE LEGO® MOVIE™ Bad Cop Minifigure Link Watch,2014,501,0,584,501,Gear,
6793,9787,1,1128-1,530,Santa on Skis,1997,227,21,215,227,Christmas,206.0
6794,9789,1,3929-1,2960,Biff Starling Mars Rover Mission Astrobot Male,2002,126,5,507,126,Space,
6795,9790,1,53850003-1,5185,Giraffes,2015,410,36,354,410,Pick A Model,408.0
6796,9791,1,13-3,819,Train Motor Plate with Buffers,1977,456,5,387,456,Train,443.0
6797,9792,1,3849-1,2903,Orient Bazaar,2010,502,204,419,502,Game,501.0
6798,9793,1,31024-1,2281,Roaring Power,2014,22,374,504,22,Creator,
6799,9794,1,6367-1,6129,Truck,1984,70,154,66,70,Cargo,67.0
6800,9795,1,1546-1,975,Airplane,1985,466,31,393,466,Airport,465.0
6801,9796,1,8248-1,9285,Forklift,1998,7,227,5,7,Construction,5.0
6802,9797,1,8468-1,9451,Power Crusher,2002,113,86,108,113,Drome Racers,112.0
6803,9798,1,2259-1,1644,Skull Motorbike,2011,435,156,563,435,Ninjago,
6804,9799,1,6373-1,6136,Motorcycle Shop,1984,85,186,81,85,Traffic,67.0
6805,9800,1,30347-1,2161,Fire Car,2016,58,53,54,58,Fire,52.0
6806,9801,1,5004274-1,4774,LEGO Friends Storage Brick 1 - Medium Lilac,2014,501,0,584,501,Gear,
6807,9806,1,4729-1,4363,Dumbledore's Office,2002,247,451,233,247,Chamber of Secrets,246.0
6808,9807,1,850150-1,9476,Santa Claus Classic Key Chain,2006,503,0,420,503,Key Chain,501.0
6809,9809,1,7180-1,7748,B-wing at Rebel Control Center,2000,169,346,160,169,Star Wars Episode 4/5/6,158.0
6810,9813,1,Toronto-2,11621,"LEGO Store Grand Opening Exclusive Set, Fairview Mall, Toronto, ON, Canada",2011,408,15,557,408,LEGO Brand Store,
6811,9814,1,10199-1,180,Winter Toy Shop,2009,227,815,215,227,Christmas,206.0
6812,9815,1,7979-25,9003,Advent Calendar 2008 Castle (Day 24) - Jester,2008,219,4,207,219,Castle,217.0
6813,9816,1,6002-1,5570,Town Figures,1983,84,20,80,84,Supplemental,67.0
6814,9817,1,5301-1,5147,Wagon Plate 6 x 28,1992,456,1,387,456,Train,443.0
6815,9818,1,3300005-1,2402,"LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,408,56,557,408,LEGO Brand Store,
6816,9819,1,75119-1,8129,Sergeant Jyn Erso,2016,185,104,176,185,Star Wars Rogue One,158.0
6817,9820,1,comcon010-1,11101,Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,2009,161,202,152,161,Star Wars Episode 2,159.0
6818,9821,1,10685-1,389,Fire Suitcase,2015,591,113,601,591,Juniors,
6819,9822,1,7324-15,7893,Advent Calendar 2005 City (Day 14) Signal Post,2005,220,11,208,220,City,217.0
6820,9823,1,851344-1,9602,Tumbler,2015,501,13,584,501,Gear,
6821,9824,1,6365-1,6127,Summer Cottage,1981,69,152,65,69,Building,67.0
6822,9825,1,6755-1,6693,Sheriff's Lock-Up,1996,476,177,401,476,Cowboys,475.0
6823,9826,1,8257-1,9292,Cyber Strikers,1998,3,367,1,3,Competition,1.0
6824,9827,1,7600-14,8379,Advent Calendar 2007 Belville (Day 13) Fruit Cup and Bottles,2007,218,9,206,218,Belville,217.0
6825,9828,1,7164-1,7732,Preston Stormer,2010,401,17,350,401,Heroes,400.0
6826,9830,1,4048-1,3275,Mech Lab (Kohl's Exclusive),2003,204,2,512,204,Designer Sets,
6827,9832,1,8762-1,10059,Toa Iruini,2005,349,53,312,349,Toa Hagah,324.0
6828,9833,1,3925-1,2957,Brickster Key Chain,2002,503,0,420,503,Key Chain,501.0
6829,9835,1,2769-1,1784,Aircraft and Boat,1999,83,100,79,83,Recreation,67.0
6830,9836,1,1876-1,1245,Soil Scooper,1990,85,73,81,85,Traffic,67.0
6831,9837,1,8072-1,9101,Sea Jet,2010,315,24,535,315,Atlantis,
6832,9838,1,5589-1,5299,Giant Box,2009,37,1600,34,37,Basic Set,22.0
6833,9839,1,6791-1,6718,Bandit's Wheelgun,1997,476,20,401,476,Cowboys,475.0
6834,9840,1,40051-1,3050,Valentine’s Day Heart Box,2013,232,54,220,232,Valentine,206.0
6835,9841,1,9897-1,10969,9-Volt Connecting Leads,1998,1,3,503,1,Technic,
6836,9842,1,5215-1,5059,"Bricks Assorted, Green",1999,443,62,570,443,Service Packs,
6837,9843,1,71000-7,7331,Chicken Suit Guy - Complete Set,2013,544,5,458,544,Series 9 Minifigures,535.0
6838,9844,1,21124-1,1476,The End Portal,2016,577,558,596,577,Minecraft,
6839,9846,1,60045-1,5614,Police Patrol,2014,61,407,57,61,Police,52.0
6840,9847,1,1968-1,1303,Space Express,1985,130,183,124,130,Classic Space,126.0
6841,9849,1,8805-3,10165,Royal Guard - Complete Set,2011,540,6,454,540,Series 5 Minifigures,535.0
6842,9850,1,4501-2,4095,"Mos Eisley Cantina, Original Trilogy Edition box",2004,169,194,160,169,Star Wars Episode 4/5/6,158.0
6843,9851,1,198-1,1322,Cowboys,1977,364,39,540,364,Building Set with People,
6844,9852,1,4000012-1,2991,LEGO Inside Tour (LIT) Exclusive 2012 Edition - Piper Airplane,2012,301,618,531,301,Other,
6845,9854,1,40095-1,3091,Monthly Mini Model Build February 2014 - Micro Manager,2014,409,50,353,409,Monthly Mini Model Build,408.0
6846,9855,1,4524-6,4143,Advent Calendar 2002 Creator (Day  5) Car,2002,223,15,211,223,Creator,217.0
6847,9857,1,30103-1,2003,Car,2012,494,32,581,494,Friends,
6848,9858,1,75117-1,8127,Kylo Ren,2016,184,86,175,184,Star Wars Episode 7,158.0
6849,9862,1,11910-1,604,Micro-Scale Space Cruiser,2015,126,102,507,126,Space,
6850,9864,1,41132-1,3500,Heartlake Party Shop,2016,494,175,581,494,Friends,
6851,9866,1,6760-1,6696,Read & Build Let's Go Vroom,2012,504,13,585,504,Duplo,
6852,9867,1,41060-1,3429,Sleeping Beauty's Royal Bedroom,2015,579,95,598,579,Disney Princess,
6853,9868,1,40125-1,3123,Santa's Visit,2015,227,167,215,227,Christmas,206.0
6854,9869,1,7324-14,7892,Advent Calendar 2005 City (Day 13) Crossing Gate,2005,220,13,208,220,City,217.0
6855,9870,1,1070-1,403,Stunt Flyer,1999,87,20,83,87,Extreme Team,50.0
6856,9871,1,4996-1,4580,Beach House,2008,43,522,40,43,Building,38.0
6857,9872,1,4164-1,3709,Mickey's Fire Engine,2000,388,27,546,388,Disney's Mickey Mouse,
6858,9873,1,1177-1,583,Santa In Truck with Polar Bear,2000,227,26,215,227,Christmas,206.0
6859,9875,1,79119-1,8882,Mutation Chamber Unleashed,2014,570,195,592,570,Teenage Mutant Ninja Turtles,
6860,9876,1,40132-1,3132,Whale July 2015,2015,409,31,353,409,Monthly Mini Model Build,408.0
6861,9877,1,9472-1,10597,Attack on Weathertop,2012,567,429,477,567,The Fellowship of the Ring,566.0
6862,9882,1,2824-11,1799,Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5,208,220,City,217.0
6863,9883,1,10159-2,144,City Airport -Full Size Image Box,2004,68,913,64,68,Airport,67.0
6864,9885,1,4101-1,3327,Wild Collection,2003,204,487,512,204,Designer Sets,
6865,9886,1,4124-25,3560,"Advent Calendar 2001, Creator (Day 24) Present",2001,217,8,205,217,Advent Sub-Set,206.0
6866,9888,1,76020-1,8420,Knowhere Escape Mission,2014,483,432,404,483,Guardians of the Galaxy,482.0
6867,9889,1,242I-1,1696,International Flags,1958,371,5,331,371,Supplemental,365.0
6868,9892,1,4032-4,3261,Passenger Plane - Iberia Version,2004,106,139,102,106,Airport,105.0
6869,9894,1,70727-1,7209,X-1 Ninja Charger,2014,435,425,563,435,Ninjago,
6870,9896,1,e1a1402-1,11156,MUJI Animal / Vehicle Set,2011,301,196,531,301,Other,
6871,9897,1,DCSHDVD1-1,11136,Justice League vs Bizarro League DVD/Blu-Ray,2015,501,5,584,501,Gear,
6872,9898,1,3665-1,2745,Ice Cream with Scooter,1980,390,38,548,390,Fabuland,
6873,9899,1,5945-1,5503,Winnie the Pooh's Picnic,2011,504,13,585,504,Duplo,
6874,9900,1,8419-1,9401,Excavator,2005,7,286,5,7,Construction,5.0
6875,9901,1,7236-1,7799,"Police Car, Black Logo",2005,61,59,57,61,Police,52.0
6876,9902,1,180-1,1190,Train with 5 Wagons and Circle of Track,1972,235,220,222,235,4.5V,233.0
6877,9903,1,8726-1,10027,Dalu,2006,337,25,300,337,Matoran of Voya Nui,324.0
6878,9904,1,comcon002-1,11093,Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,2008,265,114,246,265,Kingdom of the Crystal Skull,264.0
6879,9905,1,8833-17,10238,LEGO Minifigures Series 8 - Complete,2012,543,16,457,543,Series 8 Minifigures,535.0
6880,9906,1,551-1,5252,T Road Plates,1979,84,2,80,84,Supplemental,67.0
